,회사이름,채용공고,회사평점,회사지역,자격요건
517,잡플래닛,미들급 BackEnd 개발자,3.8,서울,"※ 벡앤드 팀에서의 업무

 - 시스템에서 공통적으로 사용되는 서비스를 개발하고 관리합니다.
 - 서비스와 운영에 필요한 시스템을 개발합니다.
 - 프론트엔드의 업무를 어느정도 포함하고 있습니다.

 ※ Unit에서의 업무

 - 잡플래닛의 개발자는 Business별 Unit에 소속되어 프로덕트를 정의하고 개발합니다.
 - 대부분의 업무가 협업으로 이루어지며, 적극적인 커뮤니케이션이 필요할 수 있습니다.
 - Unit에서 요구하는 대부분의 업무를 처리하며 개발방법을 주도해야 합니다.

 잡플래닛의 백앤드 개발자는 Business Unit 으로 나뉘어 프로덕트 개발에 참여하고 있습니다. 현재 기준으로, Unit의 프로덕트 및 주요 업무는 다음과 같습니다.

 1. Core Unit

 잡플래닛의 근간이 되는 리뷰 콘텐츠의 가치를 높이기 위해서 고민하고, 데이터를 통해서 판단하고 더 나은 서비스를 제공합니다.

 주요 프로덕트는 다음과 같습니다.

 - 프리미엄 리뷰 : 정성적 정보였던 리뷰정보에서 6가지 카테고리를 통해서 직무,기업문화등 6가지 카테고리로 객관화된 리뷰정보를 제공하는 콘텐츠
 - 익명성 강화 : 사용자들이 “더” 안심하고 작성할 수 있도록 견인하고, 대외적으로 오해가 있는 부분을 ui/ux 를 통해서 플랫폼을 업그레이드 하는 작업
 - 채용 : 개인/기업이 플랫폼내에서 구인/구직을 더 유익한 정보를 얻고, 편리하게 사용할 수 있도록 기존 서비스의 내용에서 업그레이드 하는 작업

 2. Recruitment Unit

 서로에게 딱 맞는, 좋은 기업과 구직자를 연결해주는 채용 플랫폼을 만듭니다. 
 주요 프로덕트는 다음과 같습니다.

 - 채용 서비스: 잡플래닛 유저들이 성향에 맞고 커리어 성장을 할 수 있는 회사와 연결될 수 있도록 돕습니다.
 - 기업 채용 서비스: 기업들이 원하는 인재를 빠르게 찾고 채용까지 연결되는데 필요한 서비스를 제공합니다.
 - 

 3. Branding Unit

 잡플래닛의 기업 고객을 위한 서비스로 잡플래닛의 데이터를 활용하여 기업의 브랜딩 가치 상승을 위한 서비스를 제공하고 있습니다.

 주요 프로덕트는 다음과 같습니다.

 - 기업 페이지 브랜딩 : 기업 사진 / 기업 소식 / 기업 스토리 등을 통해 각 기업이 효과적으로 브랜딩 할 수 있도록 제공하는 서비스
 - 기업 관리 센터 : 기업의 콘텐츠 및 채용 정보를 관리하고 잡플래닛만의 축적된 데이터를 활용하여 인사이트를 얻을 수 있는 서비스

 그 외 기업들의 의견을 지속적으로 귀담아듣고 각 기업의 브랜딩 효과를 최대화할 수 있는 프로덕트를 고민합니다."
518,잡플래닛,머신러닝 엔지니어 / AI Researcher,3.8,서울,"※ 벡앤드 팀에서의 업무

 - 시스템에서 공통적으로 사용되는 서비스를 개발하고 관리합니다.
 - 서비스와 운영에 필요한 시스템을 개발합니다.
 - 프론트엔드의 업무를 어느정도 포함하고 있습니다.

 ※ Unit에서의 업무

 - 잡플래닛의 개발자는 Business별 Unit에 소속되어 프로덕트를 정의하고 개발합니다.
 - 대부분의 업무가 협업으로 이루어지며, 적극적인 커뮤니케이션이 필요할 수 있습니다.
 - Unit에서 요구하는 대부분의 업무를 처리하며 개발방법을 주도해야 합니다.

 잡플래닛의 백앤드 개발자는 Business Unit 으로 나뉘어 프로덕트 개발에 참여하고 있습니다. 현재 기준으로, Unit의 프로덕트 및 주요 업무는 다음과 같습니다.

 1. Core Unit

 잡플래닛의 근간이 되는 리뷰 콘텐츠의 가치를 높이기 위해서 고민하고, 데이터를 통해서 판단하고 더 나은 서비스를 제공합니다.

 주요 프로덕트는 다음과 같습니다.

 - 프리미엄 리뷰 : 정성적 정보였던 리뷰정보에서 6가지 카테고리를 통해서 직무,기업문화등 6가지 카테고리로 객관화된 리뷰정보를 제공하는 콘텐츠
 - 익명성 강화 : 사용자들이 “더” 안심하고 작성할 수 있도록 견인하고, 대외적으로 오해가 있는 부분을 ui/ux 를 통해서 플랫폼을 업그레이드 하는 작업
 - 채용 : 개인/기업이 플랫폼내에서 구인/구직을 더 유익한 정보를 얻고, 편리하게 사용할 수 있도록 기존 서비스의 내용에서 업그레이드 하는 작업

 2. Recruitment Unit

 서로에게 딱 맞는, 좋은 기업과 구직자를 연결해주는 채용 플랫폼을 만듭니다. 
 주요 프로덕트는 다음과 같습니다.

 - 채용 서비스: 잡플래닛 유저들이 성향에 맞고 커리어 성장을 할 수 있는 회사와 연결될 수 있도록 돕습니다.
 - 기업 채용 서비스: 기업들이 원하는 인재를 빠르게 찾고 채용까지 연결되는데 필요한 서비스를 제공합니다.
 - 

 3. Branding Unit

 잡플래닛의 기업 고객을 위한 서비스로 잡플래닛의 데이터를 활용하여 기업의 브랜딩 가치 상승을 위한 서비스를 제공하고 있습니다.

 주요 프로덕트는 다음과 같습니다.

 - 기업 페이지 브랜딩 : 기업 사진 / 기업 소식 / 기업 스토리 등을 통해 각 기업이 효과적으로 브랜딩 할 수 있도록 제공하는 서비스
 - 기업 관리 센터 : 기업의 콘텐츠 및 채용 정보를 관리하고 잡플래닛만의 축적된 데이터를 활용하여 인사이트를 얻을 수 있는 서비스

 그 외 기업들의 의견을 지속적으로 귀담아듣고 각 기업의 브랜딩 효과를 최대화할 수 있는 프로덕트를 고민합니다."
519,(주)액션파워,User & Product Operation Manager,5.0,서울,"• 필요 역량
- 자동화를 좋아하셔서, 귀찮고 반복적인 것들은 컴퓨터에게 시키고, 그동안 다른 생산적인 활동을 즐기시는 분이면 좋겠습니다.
- 데이터와 결과를 분석하고 패턴을 발견하는 과정을 통해 문제점을 해결할 수 있는 분이면 좋겠습니다.
- 대학에서 인공지능이나 컴퓨터 공학을 공부하셨거나 경험을 가지신 분이면 좋겠습니다. 컴퓨터 기초 지식이 튼튼하시면 더 멀리 갈 수 있다고 믿고 있습니다.
- 멋진 아이디어를 세상에 내보일 수 있는 기본적인 코딩을 하실 수 있는 분이면 좋겠습니다. 언어는 특히 Python을 모국어처럼 쓰실 수 있으면 빠르게 업무에 적응 하실 수 있습니다.
- PyTorch, Tensorflow, JAX 등을 다뤄보신 분이라면 기존의 모델을 파악하시는데 도움이 됩니다.
- Linux , Docker, Git 등 다양한 개발환경, 개발툴에 능숙하시면 좋겠습니다.
- 컴퓨터 구조, 알고리즘, 최적화에 대한 깊은 이해가 있으시면 큰 도움이 될 것 같습니다."
520,(주)부스터스,콘텐츠 마케터,3.0,서울,"부스터스의 콘텐츠 마케터는 부스터스가 인수하는 브랜드의 콘텐츠 마케팅을 진행하는 업무입니다. 인수 브랜드의 브랜드 방향성과 상품 USP에 대한 분석을 토대로, 페이스북/인스타그램/네이버/카카오/GDN용 광고소재를 빠르게 기획 및 제작하고, 성과 트래킹 및 리뷰를 통해 마케팅 콘텐츠의 성과와 효율을 개선하고 빠르게 매출 목표를 달성시킵니다.

- 이미지부터 영상까지 구매를 이끌어내는 모든 광고 콘텐츠 기획, 제작
- 제작한 콘텐츠의 데이터 트래킹 및 이에 따른 콘텐츠 개선 작업
- 담당 브랜드의 지표 개선을 위한 다양한 콘텐츠 기획 및 제작 (자사몰 상세페이지, 배너, 푸시메시지 기획 등)"
521,(주)부스터스,채용 담당,3.0,서울,"부스터스의 콘텐츠 마케터는 부스터스가 인수하는 브랜드의 콘텐츠 마케팅을 진행하는 업무입니다. 인수 브랜드의 브랜드 방향성과 상품 USP에 대한 분석을 토대로, 페이스북/인스타그램/네이버/카카오/GDN용 광고소재를 빠르게 기획 및 제작하고, 성과 트래킹 및 리뷰를 통해 마케팅 콘텐츠의 성과와 효율을 개선하고 빠르게 매출 목표를 달성시킵니다.

- 이미지부터 영상까지 구매를 이끌어내는 모든 광고 콘텐츠 기획, 제작
- 제작한 콘텐츠의 데이터 트래킹 및 이에 따른 콘텐츠 개선 작업
- 담당 브랜드의 지표 개선을 위한 다양한 콘텐츠 기획 및 제작 (자사몰 상세페이지, 배너, 푸시메시지 기획 등)"
522,(주)덴티움,클라우드 SW개발,2.0,경기,"해당 포지션은 치과용 전자차트 개발, 의료 2D뷰어 개발, 프론트/백엔드 개발 및 GUI 설계, 의료 DBA 및 클라우드 DB관리자를 통한 고객 편의성 강화를 목표로 하고 있습니다.
자체 개발 제품의 혁신을 위하여 지속적인 연구개발 투자 진행하고 있으며, 해당 분야에 경험이 있거나 관심있는 분들의 지원 바랍니다.

• Position DBA(클라우드 전자차트/보험청구) - 0명

[기술스택] 
• SQL, RDB, AWS

[담당업무] 
•웹기반 의료 EMR/보험청구 서비스 관련 데이터베이스 관리자(DBA)
•Database 설계 및 튜닝, 백업, 복구
•트러블슈팅 및 이슈 대응"
523,(주)덴티움,캘러웨이골프 코리아 FP&A,2.0,경기,"해당 포지션은 치과용 전자차트 개발, 의료 2D뷰어 개발, 프론트/백엔드 개발 및 GUI 설계, 의료 DBA 및 클라우드 DB관리자를 통한 고객 편의성 강화를 목표로 하고 있습니다.
자체 개발 제품의 혁신을 위하여 지속적인 연구개발 투자 진행하고 있으며, 해당 분야에 경험이 있거나 관심있는 분들의 지원 바랍니다.

• Position DBA(클라우드 전자차트/보험청구) - 0명

[기술스택] 
• SQL, RDB, AWS

[담당업무] 
•웹기반 의료 EMR/보험청구 서비스 관련 데이터베이스 관리자(DBA)
•Database 설계 및 튜닝, 백업, 복구
•트러블슈팅 및 이슈 대응"
524,한국캘러웨이골프(유),Senior Product Manager,3.1,서울,"• Analyze financial and operational results to better understand company performance
     ‐	Lead to forecast & analyze OPEX and CAPEX executed vs Budget & FCST and provide appropriate & on time the results to 
        each team.
     ‐	Support to analyze STD margin by products and categories to pursue robust bottom lines.
     ‐	Maintain historical financial figures and versions.

• Lead planning schedule by providing template, guidelines and timelines through each reporting cycle (Monthly, Quarterly and Annually)

• Participate in MBR report process to deliver to HQ
     ‐	Involved to build forecast and actual analysis from top to bottoms by products, categories and channel segments
• Reconcile and verify data to from COPA system to ensure the completeness of figures from COPA
• Support team manager to deliver ad-hoc reports & analysis requested by CFO or top management on time. 
• Cooperate with team manager to improve existing processes and matrix to enhance the efficiency. 
• Join projects to take the highroad to success for company, team, and you. 
"
525,(주)스푼라디오,CS/CX팀 리드,3.3,서울,"• 새로운 프로덕트 계획 및 실행을 주도합니다.
• 머신러닝 팀, 연구원, 디자이너, 프로그램 매니지먼트 팀, 혹은 마케팅 및 비즈니스 그룹과 같은 cross-functional 팀과 협업합니다.
• 서울, 일본, 샌프란시스코의 유저 리서처, 커뮤니티 매니저, 어드바이저와 협력하여 정보를 맥락에 맞는 인사이트로 전환하고 프로덕트를 혁신합니다.
• 프로덕트 전략 회의에 프로덕트 리더로서 참여하여, 조직에 방향을 전달하고 팀이 수행하고 있는 업무의 가치를 전달합니다.
• 프로덕트 계획 및 실행에 대한 개선 아이디어를 제안합니다.
• 정의에서 구현 및 지원에 이르기까지의 개발 사이클 전반에 참여합니다.
• 프로덕트 KPI 및 개선 계획을 수립합니다.
• KPI에서부터 시스템 및 매커니즘까지 관련된 앱 기능 성능을 분석하고 보고합니다.
• 요구 사항이 명확하게 정의되고 올바르게 이행되도록 한국의 개발 팀과 긴밀한 협력을 합니다."
526,트리플콤마(주),운영 매니저,3.2,서울,"• IT업계 CS/CX 실무 경력이 있으시고 팀 리딩 경험을 보유하신 분 (5년이상)
• VOC 기반의 개선을 고민하고, 우선순위 및 중요도에 따라 효율적으로 업무하실 수 있는 분
• 의도하는 바를 말과 글로 명확하고 이해하기 쉽게 전달할 수 있는 분(맞춤법, 띄어쓰기 기본)
• 이슈를 발견, 분석하고 우선 순위를 매겨 처리하는 능력
• 업무에 대한 책임감이 강하고 일정을 잘 지키는 분
• CS 효율화를 위한 프로세스 개선 방안 도출 경험 있으신 분
• 브랜드의 가치를 깊이 있게 공감하고 이를 업무에 녹여낼 수 있는 분
• 슬랙, 노션 등 업무 툴 사용에 익숙하고 유관부서와 협업에 능하신 분"
527,(주)펫피플,머신비전 소프트웨어 응용프로그램 개발 (안양 평촌),0.0,서울,"[우리의 운영팀은 프로덕트(앱)이 효율적이고 효과적으로 돌아가게 하는 최전방의 역할입니다]

고객님과 가장 가까운 위치에서 고객님께 더 좋은 서비스를 제공하기 위한 일을 합니다. 
아무리 프로덕트가 기술적으로 훌륭하고 멋지다한들, 사용자가 고려되지 않았다면 무용지물이라고 생각합니다.
그래서 우리는 아래의 일들을 함께 해나갈 동료를 모집하고 있습니다


• 프로덕트 데이터 관리 및 액션 플랜 기획을 통해 서비스 성장 도모
• 펫시팅 예약 및 펫시터 관리
• 고객(펫시터, 유저) VOC 관리 - 고객불만&요구사항에 대한 이해 및 대응을 통한 제품 개선 / 정책 수립
• 고객과의 소통을 바탕으로 운영 프로세스 기획 및 실행"
528,신진엠텍(주) 비전사업부,[마케팅팀] 퍼포먼스 마케터,4.5,경기,"ㆍS/W 개발 경력 2년 이상, 신입이면 석사 졸업
ㆍC++ / C# 중 1개이상 사용가능
ㆍ정해진 시간내에 문제해결 능력을 가진 자
ㆍ끈기 있고 도전하는 자"
529,(주)메드고,Product Designer,3.0,서울,"• 앱 마케팅 분석 경험이 있으신 분
• 앱 서비스 광고 집행 경험이 있으신 분

"
530,(주)데이원컴퍼니 레모네이드,퍼포먼스 마케터 시니어 (4년 이상),2.4,서울,"이런분들과 함께하고 싶습니다


- 퍼포먼스 마케팅 경력이 4년 이상인 분을 찾습니다. 

- 인하우스에서 self serve 매체 (페이스북, 인스타그램, 구글 등) 전략, 예산을 직접 수립/운영하고 성과를 내본 경험이 있는 분을 찾습니다.

- SQL Google Analytics 등의 툴을 활용하여 인사이트를 도출하고 결과물로 가공할 수 있는 분을 우대합니다.

- 최선의 마케팅 액션을 찾아 책임감 있게 마무리할 수 있는 분을 선호합니다. (경쟁사 레퍼런스 분석 등)


- 빠르게 변화하는 스타트업 경험이 있는 분을 우대합니다.

- 유관 부서와의 협업을 위해 유연한 커뮤니케이션 능력을 갖춘 분을 선호합니다."
531,(주)데이원컴퍼니 레모네이드,[Core팀] 서버 엔지니어 (경력 3년 이상),2.4,서울,"이런분들과 함께하고 싶습니다


- 퍼포먼스 마케팅 경력이 4년 이상인 분을 찾습니다. 

- 인하우스에서 self serve 매체 (페이스북, 인스타그램, 구글 등) 전략, 예산을 직접 수립/운영하고 성과를 내본 경험이 있는 분을 찾습니다.

- SQL Google Analytics 등의 툴을 활용하여 인사이트를 도출하고 결과물로 가공할 수 있는 분을 우대합니다.

- 최선의 마케팅 액션을 찾아 책임감 있게 마무리할 수 있는 분을 선호합니다. (경쟁사 레퍼런스 분석 등)


- 빠르게 변화하는 스타트업 경험이 있는 분을 우대합니다.

- 유관 부서와의 협업을 위해 유연한 커뮤니케이션 능력을 갖춘 분을 선호합니다."
532,버즈빌(주),FinOps 엔지니어 (경력 3년 이상),4.1,서울,"[Who We Are]
버즈빌의 리워드 광고 플랫폼을 사용하는 모바일 서비스 운영자를 위한 도구 개발을 함께할 분을 찾습니다. 리워드 광고 플랫폼을 사용하는 고객은 효율적인 운영을 통해 자신의 서비스 수익을 최적화하기를 원하는데요, Core 팀은 고객이 더 효과적으로 원하는 바를 이룰 수 있도록 하는 사용자 친화적인 도구를 개발하기 위해 노력합니다.
 Core 팀은 외부 고객인 서비스 운영자는 물론이고 사내에서 고객을 돕는 내부 운영 담당자와도 긴밀히 협력하며 고유한 요구 사항과 과제를 이해합니다. 그리고 이 정보를 통해 작업 흐름을 간소화하고 전반적인 생산성을 향상하는 새로운 도구를 설계, 개발 및 테스트합니다. 고객 문의를 자동으로 관리하는 프로세스든 고객과의 소통에 대한 실시간 데이터를 제공하는 리포팅 시스템이든 우리의 도구는 이들의 삶을 더 쉽게 만들어줍니다.
 결과적으로 Core 팀에서 개발한 도구를 통해 서비스 운영자는 사용자에게 더 나은 서비스를 제공하고 뛰어난 사용자 경험을 제공하는 데 필요한 도구와 자원을 갖추게 됩니다. 그리고 우리는 고객이 자신의 역할을 성공적으로 수행할 수 있는 최상의 도구를 갖도록 지속적인 개선을 위해 최선을 다하고 있습니다.

[What You’ll Do]
• 수익화 솔루션 운영 어드민의 백엔드 API를 설계하고 구현합니다. (Python / Django / MySQL)
• 지면 성과 분석 및 정산 시스템을 개발합니다. (Python / Django / MySQL)
• 지면 성과 정산을 위한 대용량 통계 데이터 처리 시스템을 구현합니다. (Airflow, MySQL, Amazon Athena)
• 반복적인 운영업무를 자동화하는 등 운영업무를 도울 수 있는 도구를 제공합니다.
• PM, 서버 엔지니어, 디자이너와 협업을 통해 기획 및 기능 구현을 진행합니다."
533,버즈빌(주),DevOps Engineer(3년 이상),4.1,서울,"[Who We Are]
핀옵스(FinOps) 팀은 개발, 재무, 비지니스를 결합하여 재무적 책임(accountability)을 강화하고 비지니스 가치를 실현할 수 있는 프레임워크와 문화를 가져오는 것을 목표로 합니다. 버즈빌에선 매년 비지니스의 성장과 동시에 클라우드 사용도 증가하고 있습니다. 핀옵스 팀은 빠르게 변하는 클라우드의 지출을 효과적으로 관리하기 위해 새로운 프로세스와 문화를 도입하고, 이를 통해서 비지니스적 성과를 극대화하고 있습니다. 만약 자신의 기술력으로 비지니스 임팩트를 만들고 싶은 분이라면 저희 팀에 지원해 주시면 감사하겠습니다!

[What You’ll Do]
""Inform""
  •라벨링
    저희는 AWS 리소스 태그를 통해 비용을 카테고리화하고 있습니다. 현재까진 수동으로 라벨링하면서 오류가 발생하거나 최신화(또는 동기 
    화)를 놓치는 경우가 있습니다. 앞으로 핀옵스 팀은 자동화 프로세스를 통해서 높은 수준은 컴플라이언스 (Compliance)를 유지 하려고 합 
    니다.
  •리포트
    각 제품 팀에서 비용 데이터를 사용하고 사용할 수 있도록 하는 것은 사업적으로 중요합니다. 핀옵스 팀은 각 제품 팀에 비용 리포트를 제공 
    하며, 비용 데이터에 대한 접근성과 사용성을 높이고자 합니다. 이를 위해서 핀옵스 팀은 자체적으로 데이터 파이프라인을 구축하게 되고 이 
    를 바탕으로 비용 리포트를 제공하도록 합니다. 이후 핀옵스 팀은 각 제품 팀이 보고서를 통해 변경 사항이 비즈니스 지출에 미치는 영향을 
    확인할 수 있도록 합니다. 결과적으로 각 팀에서 지출과 비즈니스 가치 간의 긴밀한 조정을 할 수 있도록 돕습니다.

 ""Optimization""
  • 약정 운영
     현재 핀옵스 팀은 공급자 할인 약정 (Ex. Reserved Instance, Savings Plans)을 진행하고 있습니다. 하지만, 아직까진 운영이 메뉴얼한 방 
     식으로 진행되고 있습니다. 앞으로 핀옵스 팀은 거버넌스 또는 도구를 사용해서 공급자 할인 약정을 체계적으로 운영하고자 합니다.
 • 제품 효율화
    핀옵스 팀에서 각 제품이 제품 효율성을 에픽(Epic)으로 만들 수 있도록 장려합니다. 각 제품 팀은 비용 대 이익 비율 측면에서 제품을 얼마 
    나 효율적으로 사용하고 있는지 인지할 수 있도록 합니다. 결과적으론 핀옵스 팀은 제품의 가치를 증가시키면서 (또는 유지하면서) 지출을 
    줄 일 수 있는 방법을 제품 팀과 모색합니다.

""Operation""
 • 교육
    클라우드 비용 교육을 통해서 조직의 모든 구성원이 클라우드 비용에 대한 이해도를 높일 수 있도록 합니다. 핀옵스의 핵심은 모든 사람이 
    비용에 대한 책임을 지도록 유도하는 것입니다. 이를 위해서 구성원이 비용 최적화에 관여할 수 있도록 교육을 진행합니다."
534,(주)이제이엔,[R&D]안드로이드 개발자,2.7,서울,"[조직소개]
EJN의 Platform Engineering그룹은 Creator와 Fan들의 끊김없고 활발한 인터랙션을 위해 안정적이고 신뢰성 있는 확장 가능한 인프라를 설계하고 운영하는 역할을 하며 대용량 데이터로부터 인사이트를 효과적으로 뽑아낼 수 있는 데이터플랫폼의 설계와 구축을 담당합니다. 이를 위해 Cloud-Native기반의 다양한 기술들을 벤치마킹하고 적용하며 효율적 개발환경과 안정적인 배포환경을 위한 Best Practice를 연구하고 실행합니다. Legacy 시스템으로부터 MSA기반 Modern Architecture로의 조화로운 Transformation을 진행중이며 필요한 서비스들을 빠르고 안정적으로 개발할 수 있는 기반을 만들어 사업 확장에 중추적인 역할을 합니다. 최적의 플랫폼 빌딩을 위해 엔지니어들의 기술적 다양성과 새로운 시도들을 존중하고 지원하며 실험과 검증의 반복을 통해 우리에게 맞는 방식을 찾아가는 문화를 지향합니다.

[주요업무]
• 조직 구성과 시스템 환경, 개발스택을 고려한 DevOps의 Best Practice연구 및 적용. 기존 개발 프로세스를 파악하고 효율적으로 재정의하여 실무에 적용
• Cloud 환경에서 다양한 DevOps Tool들을 비교분석하여 확장성과 일관성 있는 CI/CD 프로세스를 점진적으로 구축하고 운영
• Multi-Function조직에서 사용하는 Git Repository효율적 관리와 Branch 및 Merge전략 수립
• Docker기반 표준 개발환경 및 테스트환경을 구축하고 조직내 전파
• 서비스 운영과 인프라 관리 시 발생하는 반복업무 자동화와 효율화
• 통합 모니터링 시스템을 통한 신속한 서비스 장애 인지 및 관련 조직 전파

[기술스택]
• Cloud : AWS, GCP
• Container : EKS, ECS, Docker
• IaC : Terraform, Helm, Shell
• Monitoring : Datadog, BugSnag, Prometheus, Grafana
• CI/CD : Jenkins, ArgoCD, Github Action"
535,(주)모비데이즈,[P&A]서비스 & 플랫폼 기획자,3.0,서울,"- 서비스 기획 또는 PM 경력 2년 이상 또는 그에 준하는 실력을 갖추신 분
- 개발 및 디자인 등 다양한 직군과 원활한 커뮤니케이션이 가능한 분
- 문서 작성 및 일정 관리를 통한 프로젝트 관리 능력"
536,(주)모비데이즈,People Operations ,3.0,서울,"- 서비스 기획 또는 PM 경력 2년 이상 또는 그에 준하는 실력을 갖추신 분
- 개발 및 디자인 등 다양한 직군과 원활한 커뮤니케이션이 가능한 분
- 문서 작성 및 일정 관리를 통한 프로젝트 관리 능력"
537,(주)몰로코,"[Core팀] 풀 스택 엔지니어 (경력 1년이상, 병역특례 가능)",4.3,서울,"This role helps provide a seamless People Ops experience at Moloco by managing logistics around many processes, such as onboarding, offboarding, and immigration. You will work as part of our People Ops team and alongside our larger People team (People Ops, Talent, Operations) to build an exceptional employee experience for Molocans as the team scales. An ideal candidate for this role is flexible, eager to learn, highly detail-oriented, and can switch rapidly from in-the-moment collaboration to focused solo work. Moloco is rapidly growing, and you'll constantly be facing new challenges as the needs of the organization morph.

Here’s what you’ll be working on:
• Collecting, tracking, and maintaining employee data/ HR systems/documentation.
• Owning the administration of our APAC(Korea, Japan, others) onboarding/offboarding processes.
• Collaborating with multiple parties to ensure smooth and timely employee offboarding processes, in addition to the administration of employee benefits program
• Reviewing and updating our process checklists as processes evolve
• Processing and communicating employee changes within our systems/internal processes
• Partnering with global payroll team to ensure an accurate record of employee changes for payroll
• Maintaining and developing our internal People system(workday)
• Developing a deep knowledge of and managing immigration cases at Moloco, in partnership with our immigration counsel
• Championing and spreading awareness of our people practices and policies"
538,버즈빌(주),P&C Manager (인사 총무 담당),4.1,서울,"[Who We Are]
버즈빌의 리워드 광고 플랫폼을 사용하는 모바일 서비스 운영자를 위한 도구 개발을 함께할 분을 찾습니다. 리워드 광고 플랫폼을 사용하는 고객은 효율적인 운영을 통해 자신의 서비스 수익을 최적화하기를 원하는데요, Core 팀은 고객이 더 효과적으로 원하는 바를 이룰 수 있도록 하는 사용자 친화적인 도구를 개발하기 위해 노력합니다.
 Core 팀은 외부 고객인 서비스 운영자는 물론이고 사내에서 고객을 돕는 내부 운영 담당자와도 긴밀히 협력하며 고유한 요구 사항과 과제를 이해합니다. 그리고 이 정보를 통해 작업 흐름을 간소화하고 전반적인 생산성을 향상하는 새로운 도구를 설계, 개발 및 테스트합니다. 고객 문의를 자동으로 관리하는 프로세스든 고객과의 소통에 대한 실시간 데이터를 제공하는 리포팅 시스템이든 우리의 도구는 이들의 삶을 더 쉽게 만들어줍니다.
 결과적으로 Core 팀에서 개발한 도구를 통해 서비스 운영자는 사용자에게 더 나은 서비스를 제공하고 뛰어난 사용자 경험을 제공하는 데 필요한 도구와 자원을 갖추게 됩니다. 그리고 우리는 고객이 자신의 역할을 성공적으로 수행할 수 있는 최상의 도구를 갖도록 지속적인 개선을 위해 최선을 다하고 있습니다.

[What You’ll Do]
• 수익화 솔루션 운영 어드민을 개발합니다. (Vue.js)
• 수익화 솔루션 운영 어드민의 백엔드 API를 설계하고 구현합니다. (Python / Django / MySQL)
• 지면 성과 분석 및 정산 시스템을 개발합니다. (FE: Vue.js, BE: Python / Django / MySQL)
• 지면 성과 정산을 위한 대용량 통계 데이터 처리 시스템을 구현합니다. (Airflow, MySQL, Amazon Athena)
• 반복적인 운영업무를 자동화하는 등 운영업무를 도울 수 있는 도구를 제공합니다.
• PM, 서버 엔지니어, 디자이너와 협업을 통해 기획 및 기능 구현을 진행합니다."
539,(주)글루온,광고영업/오픈마켓키워드광고(G마켓/옥션/네이버/요기요 등),3.0,경기,"오픈마켓(G마켓/옥션/네이버 등)에서 판매자들이 상품판매를 더 잘 할 수 있도록 키워드광고를 제안/운영/관리업무를 담당하는 업무입니다.

＜입사하면 하는일＞ 광고영업[AE] 신입기준 연3,000만원+성과급
-신규광고주발굴 및 광고제안 (오픈마켓셀러대상 DB수집/광고영업TM)
-광고운영관리 (키워드추출/상품노출순위조정/예산조정)
-광고효율분석 (광고비 대비 매출분석/ 개선방안 리포트작성)
-프로모션 운영(각종 이슈별 프로모션 운영)

해당직무는 오픈마켓(G마켓/옥션/네이버 등) 판매자들 중 광고를 진행하고있으나 개선점이 필요한분, 광고를 진행해보지 않은 분, 광고에 관심은 있으나 방법을 모르시는 분 들께 광고진행방법과 광고예산 등을 관리할 수 있도록 제안하는 업무를 기반으로하여, 상품이 고객들에게 잘 보여질 수 있도록 키워드추출 및 노출순위조정 예산설정 결과데이터 리포팅 등 광고관리를 도와드리는 업무를 담당하게됩니다. 입사시 교육과 1:1 멘토링시스템으로 약 3개월 또는 6개월의 수습기간을 거치며, 광고방법, 광고운영스킬등을 향상시켜나가게됩니다.

<업무진행방법>
-G마켓/ 옥션/ 네이버 등에서 상품을 판매중인 셀러정보 수집
-판매자에게 전화영업(광고의 필요성/광고내용/광고집행방법/효과등을 설명 및 계약)
-계약된 광고주들의 상품 중 광고노출상품선정
-해당상품에 적합한 키워드추출(검색했을때 보여질 수 있는 키워드 추출)
-추출한 키워드별 노출순위 결정(상위노출)
-광고 집행 후 결과데이터 분석(광고비대비 수익확인)
-광고결과전달 및 매체확장 등 검토


*업무에대해 잘 모르시는게 당연합니다. 그래서 글루온은 신입분들을 위한 OJT와 1:1전담케어를 운영중입니다. 입사하시게되면 A부터 Z까지 모두 다 알려드립니다.

더 궁금하신 내용은 카카오톡 오픈카톡으로 [글루온] 검색 후 
1:1채팅으로 문의주시면 친절히 안내해드리겠습니다. (응대가능시간 : 평일 10시-17시)"
540,(주)엔라이즈,안드로이드 개발자 (WIPPY),3.5,서울,"• Kotlin 네이티브앱 개발 경력 2년 이상 혹은 이에 준하는 실력을 갖추신 분
(연차는 단순히 물리적인 지표일 뿐, 직무에 대한 깊은 고민과 경험이 더 중요하다고 생각해요!)
• 수동적이지 않고 적극적인 커뮤니케이션과 자기 주도적 성향을 가진 분
• 일의 임팩트에 대해 고민하고 몰입해서 문제를 해결하는 것을 좋아하는 분"
541,(주)엔라이즈,Web Service Back-end Engineer,3.5,서울,"• Kotlin 네이티브앱 개발 경력 2년 이상 혹은 이에 준하는 실력을 갖추신 분
(연차는 단순히 물리적인 지표일 뿐, 직무에 대한 깊은 고민과 경험이 더 중요하다고 생각해요!)
• 수동적이지 않고 적극적인 커뮤니케이션과 자기 주도적 성향을 가진 분
• 일의 임팩트에 대해 고민하고 몰입해서 문제를 해결하는 것을 좋아하는 분"
